Date,Year,Passengers,,,,,
2/9,2023,"2,158,573",,,,,
2/10,2023,"2,254,803",,,,,
2/11,2023,"1,809,116",,,,,
2/12,2023,"2,113,837",,,,,
2/13,2023,"2,073,820",,,,,
2/14,2023,"1,674,639",,,,,
2/15,2023,"2,017,144",,,,,
2/16,2023,"2,339,970",,,,,
2/17,2023,"2,509,923",,,,,
2/18,2023,"2,065,901",,,,,
2/19,2023,"2,319,072",,,,,
2/20,2023,"2,479,184",,,,,
2/21,2023,"2,116,450",,,,,
2/22,2023,"2,006,058",,,,,
2/23,2023,"2,322,309",,,,,
2/24,2023,"2,425,335",,,,,
2/25,2023,"2,057,210",,,,,
2/26,2023,"2,402,716",,,,,
2/27,2023,"2,235,417",,,,,
2/28,2023,"1,890,744",,,,,
2/29,2023,null,,,,,
3/1,2023,"2,066,150",,,,,
3/2,2023,"2,316,735",,,,,
3/3,2023,"2,375,579",,,,,
3/4,2023,"2,040,488",,,,,
3/5,2023,"2,422,425",,,,,
3/6,2023,"2,265,014",,,,,
3/7,2023,"1,908,536",,,,,
3/8,2023,"2,130,141",,,,,
3/9,2023,"2,417,279",,,,,
3/10,2023,"2,562,561",,,,,
3/11,2023,"2,279,320",,,,,
3/12,2023,"2,539,093",,,,,
3/13,2023,"2,393,346",,,,,
3/14,2023,"2,026,905",,,,,
3/15,2023,"2,284,299",,,,,
3/16,2023,"2,483,683",,,,,
3/17,2023,"2,517,226",,,,,
3/18,2023,"2,278,805",,,,,
3/19,2023,"2,608,462",,,,,
3/20,2023,"2,414,648",,,,,
3/21,2023,"2,038,001",,,,,
3/22,2023,"2,203,488",,,,,
3/23,2023,"2,451,051",,,,,
3/24,2023,"2,508,221",,,,,
3/25,2023,"2,208,541",,,,,
3/26,2023,"2,522,600",,,,,
3/27,2023,"2,383,816",,,,,
3/28,2023,"2,039,138",,,,,
3/29,2023,"2,210,676",,,,,
3/30,2023,"2,487,147",,,,,
3/31,2023,"2,536,088",,,,,
4/1,2023,"2,253,892",,,,,
4/2,2023,"2,545,494",,,,,
4/3,2023,"2,404,966",,,,,
4/4,2023,"2,080,546",,,,,
4/5,2023,"2,209,680",,,,,
4/6,2023,"2,532,778",,,,,
4/7,2023,"2,475,896",,,,,
4/8,2023,"2,093,075",,,,,
4/9,2023,"2,387,558",,,,,
4/10,2023,"2,523,060",,,,,
4/11,2023,"2,132,314",,,,,
4/12,2023,"2,168,441",,,,,
4/13,2023,"2,443,213",,,,,
4/14,2023,"2,532,863",,,,,
4/15,2023,"2,150,251",,,,,
4/16,2023,"2,589,787",,,,,
4/17,2023,"2,455,406",,,,,
4/18,2023,"2,070,303",,,,,
4/19,2023,"2,227,164",,,,,
4/20,2023,"2,534,751",,,,,
4/21,2023,"2,585,925",,,,,
4/22,2023,"2,057,354",,,,,
4/23,2023,"2,570,184",,,,,
4/24,2023,"2,425,693",,,,,
4/25,2023,"2,015,155",,,,,
4/26,2023,"2,183,316",,,,,
4/27,2023,"2,522,454",,,,,
4/28,2023,"2,507,149",,,,,
4/29,2023,"2,021,030",,,,,
4/30,2023,"2,517,228",,,,,
5/1,2023,"2,432,660",,,,,
5/2,2023,"1,998,688",,,,,
5/3,2023,"2,167,265",,,,,
5/4,2023,"2,509,080",,,,,
5/5,2023,"2,508,503",,,,,
5/6,2023,"2,043,895",,,,,
5/7,2023,"2,590,391",,,,,
5/8,2023,"2,476,280",,,,,
5/9,2023,"2,089,430",,,,,
5/10,2023,"2,261,499",,,,,
5/11,2023,"2,598,784",,,,,
5/12,2023,"2,605,959",,,,,
5/13,2023,"2,114,178",,,,,
5/14,2023,"2,509,333",,,,,
5/15,2023,"2,597,124",,,,,
5/16,2023,"2,173,966",,,,,
5/17,2023,"2,312,740",,,,,
5/18,2023,"2,641,296",,,,,
5/19,2023,"2,656,058",,,,,
5/20,2023,"2,213,613",,,,,
5/21,2023,"2,673,457",,,,,
5/22,2023,"2,592,466",,,,,
5/23,2023,"2,272,281",,,,,
5/24,2023,"2,435,811",,,,,
5/25,2023,"2,672,648",,,,,
5/26,2023,"2,744,596",,,,,
5/27,2023,"2,206,475",,,,,
5/28,2023,"2,257,797",,,,,
5/29,2023,"2,596,978",,,,,
5/30,2023,"2,349,003",,,,,
5/31,2023,"2,259,502",,,,,
6/1,2023,"2,477,726",,,,,
6/2,2023,"2,534,892",,,,,
6/3,2023,"2,221,890",,,,,
6/4,2023,"2,657,217",,,,,
6/5,2023,"2,560,508",,,,,
6/6,2023,"2,233,160",,,,,
6/7,2023,"2,355,913",,,,,
6/8,2023,"2,641,522",,,,,
6/9,2023,"2,675,115",,,,,
6/10,2023,"2,322,170",,,,,
6/11,2023,"2,732,330",,,,,
6/12,2023,"2,636,399",,,,,
6/13,2023,"2,343,000",,,,,
6/14,2023,"2,465,528",,,,,
6/15,2023,"2,745,743",,,,,
6/16,2023,"2,785,332",,,,,
6/17,2023,"2,436,004",,,,,
6/18,2023,"2,640,349",,,,,
6/19,2023,"2,742,546",,,,,
6/20,2023,"2,449,389",,,,,
6/21,2023,"2,502,239",,,,,
6/22,2023,"2,737,829",,,,,
6/23,2023,"2,771,672",,,,,
6/24,2023,"2,456,148",,,,,
6/25,2023,"2,769,270",,,,,
6/26,2023,"2,687,481",,,,,
6/27,2023,"2,391,503",,,,,
6/28,2023,"2,539,399",,,,,
6/29,2023,"2,759,141",,,,,
6/30,2023,"2,884,783",,,,,
7/1,2023,"2,588,334",,,,,
7/2,2023,"2,529,730",,,,,
7/3,2023,"2,288,645",,,,,
7/4,2023,"2,007,441",,,,,
7/5,2023,"2,492,923",,,,,
7/6,2023,"2,540,237",,,,,
7/7,2023,"2,555,001",,,,,
7/8,2023,"2,431,155",,,,,
7/9,2023,"2,644,639",,,,,
7/10,2023,"2,688,266",,,,,
7/11,2023,"2,382,030",,,,,
7/12,2023,"2,458,378",,,,,
7/13,2023,"2,726,021",,,,,
7/14,2023,"2,738,461",,,,,
7/15,2023,"2,486,503",,,,,
7/16,2023,"2,741,762",,,,,
7/17,2023,"2,747,357",,,,,
7/18,2023,"2,410,972",,,,,
7/19,2023,"2,519,328",,,,,
7/20,2023,"2,754,386",,,,,
7/21,2023,"2,782,146",,,,,
7/22,2023,"2,485,646",,,,,
7/23,2023,"2,800,368",,,,,
7/24,2023,"2,695,657",,,,,
7/25,2023,"2,358,536",,,,,
7/26,2023,"2,510,210",,,,,
7/27,2023,"2,724,438",,,,,
7/28,2023,"2,787,676",,,,,
7/29,2023,"2,457,943",,,,,
7/30,2023,"2,815,068",,,,,
7/31,2023,"2,697,794",,,,,
8/1,2023,"2,370,591",,,,,
8/2,2023,"2,431,864",,,,,
8/3,2023,"2,671,674",,,,,
8/4,2023,"2,690,858",,,,,
8/5,2023,"2,403,611",,,,,
8/6,2023,"2,743,779",,,,,
8/7,2023,"2,602,015",,,,,
8/8,2023,"2,387,917",,,,,
8/9,2023,"2,407,319",,,,,
8/10,2023,"2,654,716",,,,,
8/11,2023,"2,648,556",,,,,
8/12,2023,"2,322,724",,,,,
8/13,2023,"2,684,914",,,,,
8/14,2023,"2,548,291",,,,,
8/15,2023,"2,266,285",,,,,
8/16,2023,"2,298,936",,,,,
8/17,2023,"2,599,098",,,,,
8/18,2023,"2,601,291",,,,,
8/19,2023,"2,252,655",,,,,
8/20,2023,"2,535,369",,,,,
8/21,2023,"2,487,458",,,,,
8/22,2023,"2,101,467",,,,,
8/23,2023,"2,169,394",,,,,
8/24,2023,"2,501,995",,,,,
8/25,2023,"2,509,342",,,,,
8/26,2023,"2,063,356",,,,,
8/27,2023,"2,538,318",,,,,
8/28,2023,"2,349,783",,,,,
8/29,2023,"1,888,361",,,,,
8/30,2023,"2,014,332",,,,,
8/31,2023,"2,619,753",,,,,
9/1,2023,"2,742,962",,,,,
9/2,2023,"2,090,550",,,,,
9/3,2023,"2,081,144",,,,,
9/4,2023,"2,645,012",,,,,
9/5,2023,"2,243,518",,,,,
9/6,2023,"1,966,818",,,,,
9/7,2023,"2,283,466",,,,,
9/8,2023,"2,405,867",,,,,
9/9,2023,"1,986,960",,,,,
9/10,2023,"2,584,116",,,,,
9/11,2023,"2,402,206",,,,,
9/12,2023,"1,991,959",,,,,
9/13,2023,"2,113,134",,,,,
9/14,2023,"2,594,681",,,,,
9/15,2023,"2,583,450",,,,,
9/16,2023,"1,978,051",,,,,
9/17,2023,"2,648,872",,,,,
9/18,2023,"2,495,564",,,,,
9/19,2023,"1,992,774",,,,,
9/20,2023,"2,207,680",,,,,
9/21,2023,"2,651,017",,,,,
9/22,2023,"2,684,773",,,,,
9/23,2023,"2,065,137",,,,,
9/24,2023,"2,673,136",,,,,
9/25,2023,"2,543,611",,,,,
9/26,2023,"2,058,961",,,,,
9/27,2023,"2,138,667",,,,,
9/28,2023,"2,616,213",,,,,
9/29,2023,"2,602,713",,,,,
9/30,2023,"2,140,656",,,,,
10/1,2023,"2,682,443",,,,,
10/2,2023,"2,473,560",,,,,
10/3,2023,"2,001,087",,,,,
10/4,2023,"2,213,969",,,,,
10/5,2023,"2,697,601",,,,,
10/6,2023,"2,762,717",,,,,
10/7,2023,"2,232,660",,,,,
10/8,2023,"2,690,153",,,,,
10/9,2023,"2,681,432",,,,,
10/10,2023,"2,293,858",,,,,
10/11,2023,"2,372,544",,,,,
10/12,2023,"2,717,399",,,,,
10/13,2023,"2,673,246",,,,,
10/14,2023,"2,226,278",,,,,
10/15,2023,"2,797,326",,,,,
10/16,2023,"2,627,942",,,,,
10/17,2023,"2,213,819",,,,,
10/18,2023,"2,333,408",,,,,
10/19,2023,"2,695,224",,,,,
10/20,2023,"2,672,262",,,,,
10/21,2023,"2,161,735",,,,,
10/22,2023,"2,770,224",,,,,
10/23,2023,"2,607,835",,,,,
10/24,2023,"2,138,741",,,,,
10/25,2023,"2,251,047",,,,,
10/26,2023,"2,630,523",,,,,
10/27,2023,"2,615,422",,,,,
10/28,2023,"2,015,907",,,,,
10/29,2023,"2,520,086",,,,,
10/30,2023,"2,292,796",,,,,
10/31,2023,"1,665,839",,,,,
11/1,2023,"2,157,473",,,,,
11/2,2023,"2,415,581",,,,,
11/3,2023,"2,502,391",,,,,
11/4,2023,"2,045,614",,,,,
11/5,2023,"2,669,284",,,,,
11/6,2023,"2,491,545",,,,,
11/7,2023,"2,019,225",,,,,
11/8,2023,"2,209,479",,,,,
11/9,2023,"2,658,959",,,,,
11/10,2023,"2,591,818",,,,,
11/11,2023,"2,025,517",,,,,
11/12,2023,"2,683,745",,,,,
11/13,2023,"2,533,300",,,,,
11/14,2023,"2,035,761",,,,,
11/15,2023,"2,224,646",,,,,
11/16,2023,"2,550,045",,,,,
11/17,2023,"2,692,471",,,,,
11/18,2023,"2,379,699",,,,,
11/19,2023,"2,608,680",,,,,
11/20,2023,"2,532,525",,,,,
11/21,2023,"2,647,461",,,,,
11/22,2023,"2,741,610",,,,,
11/23,2023,"1,547,419",,,,,
11/24,2023,"2,199,057",,,,,
11/25,2023,"2,605,387",,,,,
11/26,2023,"2,908,785",,,,,
11/27,2023,"2,633,263",,,,,
11/28,2023,"2,171,943",,,,,
11/29,2023,"1,948,492",,,,,
11/30,2023,"2,276,703",,,,,
12/1,2023,"2,308,362",,,,,
12/2,2023,"1,864,999",,,,,
12/3,2023,"2,321,965",,,,,
12/4,2023,"2,266,792",,,,,
12/5,2023,"1,834,118",,,,,
12/6,2023,"1,998,620",,,,,
12/7,2023,"2,385,629",,,,,
12/8,2023,"2,431,077",,,,,
12/9,2023,"1,975,896",,,,,
12/10,2023,"2,419,762",,,,,
12/11,2023,"2,313,610",,,,,
12/12,2023,"1,954,074",,,,,
12/13,2023,"2,129,193",,,,,
12/14,2023,"2,502,604",,,,,
12/15,2023,"2,622,770",,,,,
12/16,2023,"2,252,933",,,,,
12/17,2023,"2,495,579",,,,,
12/18,2023,"2,366,275",,,,,
12/19,2023,"2,291,458",,,,,
12/20,2023,"2,514,171",,,,,
12/21,2023,"2,650,811",,,,,
12/22,2023,"2,775,193",,,,,
12/23,2023,"2,606,577",,,,,
12/24,2023,"1,972,309",,,,,
12/25,2023,"2,028,266",,,,,
12/26,2023,"2,665,034",,,,,
12/27,2023,"2,663,517",,,,,
12/28,2023,"2,633,264",,,,,
12/29,2023,"2,636,605",,,,,
12/30,2023,"2,563,962",,,,,
12/31,2023,"2,116,715",,,,,
1/1,2024,"2,291,679",,,,,
1/2,2024,"2,547,171",,,,,
1/3,2024,"2,410,354",,,,,
1/4,2024,"2,264,212",,,,,
1/5,2024,"2,279,609",,,,,
1/6,2024,"2,198,735",,,,,
1/7,2024,"2,377,166",,,,,
1/8,2024,"2,188,396",,,,,
1/9,2024,"1,760,965",,,,,
1/10,2024,"1,925,737",,,,,
1/11,2024,"2,284,892",,,,,
1/12,2024,"2,326,401",,,,,
1/13,2024,"1,908,969",,,,,
1/14,2024,"2,103,875",,,,,
1/15,2024,"2,192,498",,,,,
1/16,2024,"1,861,542",,,,,
1/17,2024,"1,846,156",,,,,
1/18,2024,"2,098,178",,,,,
1/19,2024,"2,094,123",,,,,
1/20,2024,"1,753,693",,,,,
1/21,2024,"2,242,178",,,,,
1/22,2024,"2,053,128",,,,,
1/23,2024,"1,605,605",,,,,
1/24,2024,"1,813,074",,,,,
1/25,2024,"2,221,349",,,,,
1/26,2024,"2,278,489",,,,,
1/27,2024,"1,772,385",,,,,
1/28,2024,"2,255,804",,,,,
1/29,2024,"2,075,944",,,,,
1/30,2024,"1,614,061",,,,,
1/31,2024,"1,800,869",,,,,
2/1,2024,"2,190,678",,,,,
2/2,2024,"2,208,021",,,,,
2/3,2024,"1,751,926",,,,,
2/4,2024,"2,271,930",,,,,
2/5,2024,"2,158,187",,,,,
2/6,2024,"1,695,138",,,,,
2/7,2024,"1,874,991",,,,,
2/8,2024,"2,302,124",,,,,
2/9,2024,"2,361,395",,,,,
2/10,2024,"1,882,990",,,,,
2/11,2024,"2,196,864",,,,,
2/12,2024,"2,280,988",,,,,
2/13,2024,"1,749,107",,,,,
2/14,2024,"2,017,085",,,,,
2/15,2024,"2,509,567",,,,,
2/16,2024,"2,611,520",,,,,
2/17,2024,"2,159,306",,,,,
2/18,2024,"2,473,686",,,,,
2/19,2024,"2,605,540",,,,,
2/20,2024,"2,202,696",,,,,
2/21,2024,"2,155,103",,,,,
2/22,2024,"2,511,370",,,,,
2/23,2024,"2,544,489",,,,,
2/24,2024,"2,105,616",,,,,
2/25,2024,"2,544,518",,,,,
2/26,2024,"2,633,264",,,,,
2/27,2024,"1,923,860",,,,,
2/28,2024,"2,133,631",,,,,
2/29,2024,"2,544,702",,,,,
3/1,2024,"2,602,711",,,,,
3/2,2024,"2,128,130",,,,,
3/3,2024,"2,558,672",,,,,
3/4,2024,"2,403,980",,,,,
3/5,2024,"1,975,223",,,,,
3/6,2024,"2,201,796",,,,,
3/7,2024,"2,568,447",,,,,
3/8,2024,"2,720,292",,,,,
3/9,2024,"2,342,497",,,,,
3/10,2024,"2,711,150",,,,,
3/11,2024,"2,554,568",,,,,
3/12,2024,"2,188,221",,,,,
3/13,2024,"2,387,222",,,,,
3/14,2024,"2,568,760",,,,,
3/15,2024,"2,706,989",,,,,
3/16,2024,"2,402,684",,,,,
3/17,2024,"2,728,408",,,,,
3/18,2024,"2,570,427",,,,,
3/19,2024,"2,197,909",,,,,
3/20,2024,"2,407,238",,,,,
3/21,2024,"2,677,627",,,,,
3/22,2024,"2,732,494",,,,,
3/23,2024,"2,422,705",,,,,
3/24,2024,"2,744,927",,,,,
3/25,2024,"2,601,077",,,,,
3/26,2024,"2,229,271",,,,,
3/27,2024,"2,456,768",,,,,
3/28,2024,"2,776,588",,,,,
3/29,2024,"2,693,787",,,,,
3/30,2024,"2,320,492",,,,,
3/31,2024,"2,586,606",,,,,
4/1,2024,"2,648,336",,,,,
4/2,2024,"2,258,219",,,,,
4/3,2024,"2,258,815",,,,,
4/4,2024,"2,619,443",,,,,
4/5,2024,"2,681,880",,,,,
4/6,2024,"2,314,575",,,,,
4/7,2024,"2,663,438",,,,,
4/8,2024,"2,484,246",,,,,
4/9,2024,"2,206,894",,,,,
4/10,2024,"2,310,987",,,,,
4/11,2024,"2,636,046",,,,,
4/12,2024,"2,713,889",,,,,
4/13,2024,"2,180,710",,,,,
4/14,2024,"2,677,386",,,,,
4/15,2024,"2,520,998",,,,,
4/16,2024,"2,144,137",,,,,
4/17,2024,"2,345,663",,,,,
4/18,2024,"2,687,379",,,,,
4/19,2024,"2,722,011",,,,,
4/20,2024,"2,221,654",,,,,
4/21,2024,"2,751,741",,,,,
4/22,2024,"2,570,159",,,,,
4/23,2024,"2,134,276",,,,,
4/24,2024,"2,296,148",,,,,
4/25,2024,"2,675,734",,,,,
4/26,2024,"2,675,619",,,,,
4/27,2024,"2,138,255",,,,,
4/28,2024,"2,633,073",,,,,
4/29,2024,"2,503,658",,,,,
4/30,2024,"2,145,965",,,,,
5/1,2024,"2,352,986",,,,,
5/2,2024,"2,642,085",,,,,
5/3,2024,"2,674,398",,,,,
5/4,2024,"2,175,619",,,,,
5/5,2024,"2,705,857",,,,,
5/6,2024,"2,639,594",,,,,
5/7,2024,"2,242,367",,,,,
5/8,2024,"2,436,675",,,,,
5/9,2024,"2,797,002",,,,,
5/10,2024,"2,789,715",,,,,
5/11,2024,"2,293,183",,,,,
5/12,2024,"2,666,048",,,,,
5/13,2024,"2,711,205",,,,,
5/14,2024,"2,274,001",,,,,
5/15,2024,"2,454,871",,,,,
5/16,2024,"2,807,609",,,,,
5/17,2024,"2,855,596",,,,,
5/18,2024,"2,365,576",,,,,
5/19,2024,"2,843,144",,,,,
5/20,2024,"2,745,343",,,,,
5/21,2024,"2,435,516",,,,,
5/22,2024,"2,518,844",,,,,
5/23,2024,"2,897,421",,,,,
5/24,2024,"2,951,859",,,,,
5/25,2024,"2,429,025",,,,,
5/26,2024,"2,412,782",,,,,
5/27,2024,"2,771,151",,,,,
5/28,2024,"2,555,317",,,,,
5/29,2024,"2,446,990",,,,,
5/30,2024,"2,652,394",,,,,
5/31,2024,"2,772,738",,,,,
6/1,2024,"2,414,886",,,,,
6/2,2024,"2,822,325",,,,,
6/3,2024,"2,718,914",,,,,
6/4,2024,"2,396,886",,,,,
6/5,2024,"2,552,797",,,,,
6/6,2024,"2,819,147",,,,,
6/7,2024,"2,842,265",,,,,
6/8,2024,"2,498,945",,,,,
6/9,2024,"2,914,565",,,,,
6/10,2024,"2,815,172",,,,,
6/11,2024,"2,487,123",,,,,
6/12,2024,"2,597,369",,,,,
6/13,2024,"2,859,064",,,,,
6/14,2024,"2,929,467",,,,,
6/15,2024,"2,617,341",,,,,
6/16,2024,"2,858,297",,,,,
6/17,2024,"2,721,038",,,,,
6/18,2024,"2,537,953",,,,,
6/19,2024,"2,683,871",,,,,
6/20,2024,"2,832,751",,,,,
6/21,2024,"2,873,524",,,,,
6/22,2024,"2,624,601",,,,,
6/23,2024,"2,996,495",,,,,
6/24,2024,"2,944,001",,,,,
6/25,2024,"2,612,423",,,,,
6/26,2024,"2,706,189",,,,,
6/27,2024,"2,921,490",,,,,
6/28,2024,"2,938,292",,,,,
6/29,2024,"2,639,429",,,,,
6/30,2024,"2,834,751",,,,,
7/1,2024,"2,754,205",,,,,
7/2,2024,"2,537,968",,,,,
7/3,2024,"2,786,125",,,,,
7/4,2024,"2,221,572",,,,,
7/5,2024,"2,431,136",,,,,
7/6,2024,"2,615,925",,,,,
7/7,2024,"3,013,622",,,,,
7/8,2024,"2,785,686",,,,,
7/9,2024,"2,580,013",,,,,
7/10,2024,"2,627,684",,,,,
7/11,2024,"2,838,398",,,,,
7/12,2024,"2,828,993",,,,,
7/13,2024,"2,582,682",,,,,
7/14,2024,"2,937,845",,,,,
7/15,2024,"2,780,901",,,,,
7/16,2024,"2,536,943",,,,,
7/17,2024,"2,640,465",,,,,
7/18,2024,"2,957,170",,,,,
7/19,2024,"2,716,300",,,,,
7/20,2024,"2,605,902",,,,,
7/21,2024,"2,908,201",,,,,
7/22,2024,"2,864,273",,,,,
7/23,2024,"2,602,654",,,,,
7/24,2024,"2,719,054",,,,,
7/25,2024,"2,924,478",,,,,
7/26,2024,"2,877,017",,,,,
7/27,2024,"2,582,948",,,,,
7/28,2024,"2,922,306",,,,,
7/29,2024,"2,795,087",,,,,
7/30,2024,"2,436,282",,,,,
7/31,2024,"2,617,183",,,,,
8/1,2024,"2,870,937",,,,,
8/2,2024,"2,803,485",,,,,
8/3,2024,"2,555,409",,,,,
8/4,2024,"2,797,654",,,,,
8/5,2024,"2,697,802",,,,,
8/6,2024,"2,413,393",,,,,
8/7,2024,"2,554,785",,,,,
8/8,2024,"2,807,740",,,,,
8/9,2024,"2,756,302",,,,,
8/10,2024,"2,474,769",,,,,
8/11,2024,"2,850,642",,,,,
8/12,2024,"2,705,688",,,,,
8/13,2024,"2,266,318",,,,,
8/14,2024,"2,380,356",,,,,
8/15,2024,"2,732,691",,,,,
8/16,2024,"2,748,790",,,,,
8/17,2024,"2,344,279",,,,,
8/18,2024,"2,796,842",,,,,
8/19,2024,"2,686,892",,,,,
8/20,2024,"2,252,166",,,,,
8/21,2024,"2,310,258",,,,,
8/22,2024,"2,654,369",,,,,
8/23,2024,"2,660,166",,,,,
8/24,2024,"2,185,821",,,,,
8/25,2024,"2,702,301",,,,,
8/26,2024,"2,463,140",,,,,
8/27,2024,"1,980,011",,,,,
8/28,2024,"2,220,756",,,,,
8/29,2024,"2,746,209",,,,,
8/30,2024,"2,909,901",,,,,
8/31,2024,"2,163,575",,,,,
9/1,2024,"2,218,818",,,,,
9/2,2024,"2,747,983",,,,,
9/3,2024,"2,272,011",,,,,
9/4,2024,"1,965,125",,,,,
9/5,2024,"2,276,872",,,,,
9/6,2024,"2,276,820",,,,,
9/7,2024,"2,404,731",,,,,
9/8,2024,"2,634,933",,,,,
9/9,2024,"2,425,072",,,,,
9/10,2024,"1,947,779",,,,,
9/11,2024,"1,999,641",,,,,
9/12,2024,"2,629,536",,,,,
9/13,2024,"2,629,323",,,,,
9/14,2024,"2,039,797",,,,,
9/15,2024,"2,751,315",,,,,
9/16,2024,"2,568,147",,,,,
9/17,2024,"2,043,339",,,,,
9/18,2024,"2,204,308",,,,,
9/19,2024,"2,720,020",,,,,
9/20,2024,"2,746,884",,,,,
9/21,2024,"2,113,564",,,,,
9/22,2024,"2,835,015",,,,,
9/23,2024,"2,557,227",,,,,
9/24,2024,"2,063,660",,,,,
9/25,2024,"2,184,782",,,,,
9/26,2024,"2,549,371",,,,,
9/27,2024,"2,584,954",,,,,
9/28,2024,"2,090,962",,,,,
9/29,2024,"2,744,571",,,,,
9/30,2024,"2,543,650",,,,,
10/1,2024,"1,999,634",,,,,
10/2,2024,"2,151,659",,,,,
10/3,2024,"2,640,014",,,,,
10/4,2024,"2,668,597",,,,,
10/5,2024,"2,107,910",,,,,
10/6,2024,"2,830,190",,,,,
10/7,2024,"2,650,335",,,,,
10/8,2024,"2,092,902",,,,,
10/9,2024,"2,104,215",,,,,
10/10,2024,"2,510,733",,,,,
10/11,2024,"2,840,030",,,,,
10/12,2024,"2,245,913",,,,,
10/13,2024,"2,759,142",,,,,
10/14,2024,"2,753,886",,,,,
10/15,2024,"2,331,184",,,,,
10/16,2024,"2,380,569",,,,,
10/17,2024,"2,790,870",,,,,
10/18,2024,"2,809,510",,,,,
10/19,2024,"2,244,809",,,,,
10/20,2024,"2,933,132",,,,,
10/21,2024,"2,755,713",,,,,
10/22,2024,"2,161,909",,,,,
10/23,2024,"2,283,117",,,,,
10/24,2024,"2,734,502",,,,,
10/25,2024,"2,757,169",,,,,
10/26,2024,"2,138,612",,,,,
10/27,2024,"2,796,574",,,,,
10/28,2024,"2,571,323",,,,,
10/29,2024,"1,956,260",,,,,
10/30,2024,"2,160,006",,,,,
10/31,2024,"2,160,830",,,,,
11/1,2024,"2,565,724",,,,,
11/2,2024,"1,997,599",,,,,
11/3,2024,"2,646,740",,,,,
11/4,2024,"2,403,105",,,,,
11/5,2024,"1,910,012",,,,,
11/6,2024,"2,105,120",,,,,
11/7,2024,"2,597,605",,,,,
11/8,2024,"2,662,582",,,,,
11/9,2024,"2,112,700",,,,,
11/10,2024,"2,660,422",,,,,
11/11,2024,"2,695,600",,,,,
11/12,2024,"2,085,585",,,,,
11/13,2024,"2,088,721",,,,,
11/14,2024,"2,561,963",,,,,
11/15,2024,"2,636,501",,,,,
11/16,2024,"1,949,589",,,,,
11/17,2024,"2,661,063",,,,,
11/18,2024,"2,455,064",,,,,
11/19,2024,"1,881,761",,,,,
11/20,2024,"2,070,806",,,,,
11/21,2024,"2,550,495",,,,,
11/22,2024,"2,753,579",,,,,
11/23,2024,"2,491,726",,,,,
11/24,2024,"2,659,149",,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
